Empresa,Empleados,Año,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Continente,Codigo_pais
Cisco Systems,71833,2016,Technology Hardware & Equipment,United States,49589.0,10333.0,112642.0,141654.0,0.20837282461836296,0.09173310132987696,North America,USA
JBS,238020,2016,"Food, Drink & Tobacco",Brazil,48772.0,1389.1,31288.0,6952.0,0.028481505782006068,0.04439721298900537,South America,BRA
Pfizer,97900,2016,Drugs & Biotechnology,United States,48851.0,7743.0,167460.0,205746.0,0.1585023848027676,0.046237907560014335,North America,USA
Dow Chemical,49495,2016,Chemicals,United States,48770.0,7634.0,68026.0,59019.0,0.1565306540906295,0.11222179754799635,North America,USA
Sysco,51700,2016,Food Markets,United States,48865.0,766.8,13089.0,25842.0,0.015692213240560728,0.05858354343341737,North America,USA
China Merchants Bank,76192,2016,Banking,China,48189.0,9202.5,843134.0,66759.0,0.1909668181535205,0.010914635158824102,Asia,CHN
FedEx,323035,2016,Air Courier,United States,49500.0,1136.0,37819.0,44644.0,0.02294949494949495,0.030037811681958803,North America,USA
Lloyds Banking Group,75306,2016,Banking,United Kingdom,46198.0,773.1,1188977.0,70027.0,0.016734490670591802,0.0006502228386251374,Europe,GBR
Caterpillar,112200,2016,Capital Goods,United States,47011.0,2102.0,78497.0,45607.0,0.04471293952479207,0.026778093430322177,North America,USA
Saint-Gobain,168114,2016,Construction,France,43939.0,1444.9,48727.0,25629.0,0.032884225858576664,0.02965296447554744,Europe,FRA
Lockheed Martin,126000,2016,Aerospace & Defense,United States,46132.0,3605.0,49128.0,69294.0,0.07814532211913638,0.07337974271291321,North America,USA
Sberbank,330677,2016,Banking,Russia,42563.0,3636.0,374268.0,39195.0,0.08542630923572117,0.0097149636089647,Asia,RUS
Lenovo Group,60000,2016,Technology Hardware & Equipment,China,47113.0,-208.2,26832.0,9066.0,-0.0044191624392418225,-0.007759391771019678,Asia,CHN
Orange,156191,2016,Telecommunications services,France,44619.0,2668.1,100914.0,44498.0,0.05979739572827719,0.02643934439225479,Europe,FRA
Coca-Cola,123200,2016,"Food, Drink & Tobacco",United States,43488.0,7277.0,91263.0,192803.0,0.16733351729212656,0.07973658547275457,North America,USA
Banco Bradesco,79782,2016,Banking,Brazil,65869.0,5146.1,257544.0,41505.0,0.07812628095158573,0.01998144006461032,South America,BRA
Anheuser-Busch InBev,152321,2016,"Food, Drink & Tobacco",Belgium,43604.0,8267.2,136532.0,204589.0,0.18959728465278416,0.06055137257199778,Europe,BEL
HCA Holdings,203500,2016,Health Care Equipment & Services,United States,39678.0,2129.0,32744.0,32022.0,0.05365693835374767,0.0650195455655998,North America,USA
Continental,207899,2016,Consumer Durables,Germany,43505.0,3024.5,36707.0,43671.0,0.06952074474198368,0.08239572833519493,Europe,DEU
Bunge,33000,2016,"Food, Drink & Tobacco",United States,43455.0,772.0,17922.0,8382.0,0.01776550454493154,0.04307554960383886,North America,USA
Reliance Industries,24930,2016,Oil & Gas Operations,India,42239.0,4220.2,91542.0,50589.0,0.09991240322924311,0.04610124314522296,Asia,IND
SSE,21118,2016,Utilities,United Kingdom,51074.0,748.2,34240.0,21520.0,0.01464933234130869,0.021851635514018693,Europe,GBR
Ingram Micro,27700,2016,Consumer Durables,United States,43026.0,215.1,12307.0,5196.0,0.004999302747176126,0.017477858129519786,North America,USA
Centrica,38848,2016,Oil & Gas Operations,United Kingdom,42734.0,-1141.3,27798.0,16968.0,-0.02670707165254832,-0.04105691056910569,Europe,GBR
China Minsheng Banking,59510,2016,Banking,China,42359.0,7355.3,696517.0,49268.0,0.1736419651077693,0.010560115546354217,Asia,CHN
Royal Ahold,129000,2016,Food Markets,Netherlands,42364.0,942.6,17250.0,17531.0,0.022250023604947596,0.054643478260869564,Europe,NLD
Itochu,120413,2016,Trading Companies,Japan,43249.0,2892.3,76767.0,21968.0,0.06687553469444381,0.037676345304623084,Asia,JPN
Intesa Sanpaolo,90807,2016,Banking,Italy,39064.0,3142.7,734878.0,46409.0,0.0804500307188204,0.004276492152438908,Europe,ITA
Tata Motors,76500,2016,Consumer Durables,India,40516.0,2288.2,38926.0,20366.0,0.05647645374666798,0.05878333247700765,Asia,IND
Christian Dior,113208,2016,Consumer Durables,France,41597.0,1704.4,68096.0,31417.0,0.04097410870976272,0.02502937030075188,Europe,FRA
State Bank of India,293459,2016,Banking,India,41771.0,2439.9,427100.0,23323.0,0.058411338009623906,0.0057127136501990165,Asia,IND
Tyson Foods,113000,2016,"Food, Drink & Tobacco",United States,39708.0,1372.0,23290.0,22901.0,0.03455223128840536,0.058909403177329324,North America,USA
American Airlines Group,118500,2016,Airline,United States,40990.0,7610.0,48415.0,22092.0,0.185655037814101,0.15718269131467522,North America,USA
Hyundai Heavy Industries,35195,2016,Capital Goods,South Korea,40848.0,-1210.6,42414.0,7670.0,-0.02963670191931061,-0.02854246239449238,Asia,KOR
Delta Air Lines,82949,2016,Airline,United States,40474.0,4726.0,53342.0,34428.0,0.11676631911844641,0.08859810280829365,North America,USA
Johnson Controls,139000,2016,Consumer Durables,United States,36317.0,447.0,31222.0,27180.0,0.012308285375994713,0.01431682787777849,North America,USA
Best Buy,125000,2016,Retailing,United States,39528.0,897.0,13519.0,10742.0,0.02269277474195507,0.06635106146904357,North America,USA
Mitsui,43611,2016,Trading Companies,Japan,40574.0,1540.6,97637.0,22520.0,0.037970128653817714,0.015778854327765088,Asia,JPN
Merck,68000,2016,Drugs & Biotechnology,United States,38969.0,4442.0,101779.0,157153.0,0.11398804177679694,0.04364358069935841,North America,USA
Merck,68000,2016,Drugs & Biotechnology,Germany,14244.0,1236.2,42134.0,40011.0,0.08678741926425161,0.029339725637252578,Europe,DEU
Fujitsu,156515,2016,Technology Hardware & Equipment,Japan,39624.0,641.3,26747.0,7795.0,0.016184635574399354,0.023976520731296965,Asia,JPN
Repsol,25917,2016,Oil & Gas Operations,Spain,44065.0,-1376.2,68521.0,18362.0,-0.031231135822081018,-0.020084353701784855,Europe,ESP
Goldman Sachs Group,36800,2016,Diversified Financials,United States,32792.0,4374.0,861395.0,72964.0,0.13338619175408636,0.005077809831726444,North America,USA
Aegon,31530,2016,Insurance,Netherlands,32983.0,687.1,441291.0,13000.0,0.020831943728587456,0.001557022463635107,Europe,NLD
Wilmar International,92000,2016,"Food, Drink & Tobacco",Singapore,38782.0,1059.3,37939.0,16835.0,0.027314217936155946,0.02792113656132212,Asia,SGP
Honeywell International,129000,2016,Conglomerates,United States,38581.0,4768.0,49316.0,86922.0,0.12358414763743812,0.09668261821721146,North America,USA
Pegatron,196251,2016,Consumer Durables,Taiwan,38222.0,749.9,14494.0,5494.0,0.019619590811574484,0.05173865047605906,Asia,TWN
Oracle,132000,2016,IT Software & Services,United States,37159.0,8844.0,104894.0,168899.0,0.23800425199817002,0.08431368810418137,North America,USA
Tokio Marine Holdings,36902,2016,Insurance,Japan,35673.0,1770.2,182318.0,26492.0,0.049622964146553414,0.009709408835112277,Asia,JPN
Morgan Stanley,56218,2016,Diversified Financials,United States,32130.0,4865.0,807715.0,53683.0,0.1514161220043573,0.006023164111103545,North America,USA
Cigna,39300,2016,Health Care Equipment & Services,United States,37988.0,2094.0,58015.0,36273.0,0.05512267031694219,0.03609411359131259,North America,USA
United Continental Holdings,84000,2016,Airline,United States,37451.0,7145.0,40861.0,17090.0,0.19078262262689916,0.1748611145101686,North America,USA
CRRC,186963,2016,Capital Goods,China,38178.0,1877.4,48000.0,38772.0,0.049174917491749175,0.0391125,Asia,CHN
Denso,151775,2016,Consumer Durables,Japan,37330.0,2387.2,43759.0,36123.0,0.06394856683632466,0.05455334902534335,Asia,JPN
KDDI,31834,2016,Telecommunications services,Japan,37337.0,4009.8,46484.0,81631.0,0.10739480943835873,0.08626193959211773,Asia,JPN
Jardine Matheson,440000,2016,Conglomerates,Hong Kong,37007.0,1797.0,66955.0,42142.0,0.04855838084686681,0.026838921663804048,Asia,HKG
George Weston,196000,2016,Food Markets,Canada,36654.0,411.9,27213.0,11186.0,0.01123751841545261,0.015136148164480211,North America,CAN
Mitsubishi Electric,135160,2016,Capital Goods,Japan,36603.0,1998.0,32822.0,23630.0,0.054585689697565776,0.060873804155749195,Asia,JPN
GlaxoSmithKline,101255,2016,Drugs & Biotechnology,United Kingdom,36550.0,12867.2,78774.0,104243.0,0.35204377564979483,0.16334323507756368,Europe,GBR
Aviva,29639,2016,Insurance,United Kingdom,35974.0,1402.5,540856.0,25717.0,0.038986490242953246,0.0025931116600352035,Europe,GBR
Bouygues,120254,2016,Construction,France,35960.0,446.9,36755.0,11726.0,0.01242769744160178,0.012158889946945993,Europe,FRA
China Shipbuilding Industry,181781,2016,Capital Goods,China,9774.0,-58.4,32759.0,18184.0,-0.005975035809289953,-0.001782716200128209,Asia,CHN
Allstate,41350,2016,Insurance,United States,35586.0,2171.0,106495.0,24685.0,0.06100713763839712,0.020385933611906663,North America,USA
ABB,135800,2016,Conglomerates,Switzerland,35529.0,1921.4,41596.0,48059.0,0.05407976582510062,0.046191941532839696,Europe,CHE
Schlumberger,95000,2016,Oil & Gas Operations,United States,31746.0,1598.0,69141.0,111135.0,0.05033705033705034,0.02311219102992436,North America,USA
Talanx,20334,2016,Insurance,Germany,33940.0,814.0,159758.0,8566.0,0.023983500294637597,0.005095206499830994,Europe,DEU
Credit Suisse Group,48200,2016,Diversified Financials,Switzerland,34844.0,-3075.1,819985.0,30280.0,-0.08825335782344162,-0.0037501905522662,Europe,CHE
Iberdrola,27169,2016,Utilities,Spain,34841.0,2685.3,113697.0,44087.0,0.07707298872018599,0.023618037415235233,Europe,ESP
Royal Bank of Canada,72839,2016,Banking,Canada,33090.0,7650.5,852977.0,90722.0,0.23120278029616198,0.008969175018787141,North America,CAN
INTL FCStone,1231,2016,Banking,United States,24469.0,53.9,5217.0,539.0,0.0022027872001307777,0.01033160820394863,North America,USA
UniCredit Group,125510,2016,Banking,Italy,25738.0,1804.8,934689.0,23613.0,0.07012199860128993,0.0019309096394629656,Europe,ITA
American Express,54800,2016,Diversified Financials,United States,34594.0,5026.0,159000.0,63184.0,0.1452853095912586,0.03161006289308176,North America,USA
National Australia Bank,41826,2016,Banking,Australia,28785.0,4962.4,671612.0,56482.0,0.17239534479763766,0.007388789956105608,Oceania,AUS
Poste Italiane,142798,2016,Insurance,Italy,34004.0,612.1,191011.0,9638.0,0.01800082343253735,0.0032045274879457207,Europe,ITA
Magna International,128975,2016,Consumer Durables,Canada,32674.0,1968.6,19706.0,17319.0,0.06024973985431842,0.09989850806860855,North America,CAN
Mitsubishi Heavy Industries,83932,2016,Capital Goods,Japan,34208.0,765.1,46942.0,13038.0,0.0223661131898971,0.016298836862511185,Asia,JPN
Hyundai Mobis,25216,2016,Consumer Durables,South Korea,32108.0,2699.6,32216.0,21257.0,0.08407873427183256,0.0837968711199404,Asia,KOR
Accenture,358000,2016,IT Software & Services,Ireland,33503.0,3676.7,18148.0,71551.0,0.10974241112736172,0.20259532730879434,Europe,IRL
LyondellBasell Industries,13000,2016,Chemicals,Netherlands,32738.0,4468.0,22757.0,38491.0,0.13647748793451037,0.19633519356681461,Europe,NLD
Gilead Sciences,8000,2016,Drugs & Biotechnology,United States,32170.0,18108.0,51839.0,138078.0,0.5628846751631955,0.3493122938328286,North America,USA
Quanta Computer,90167,2016,Technology Hardware & Equipment,Taiwan,31721.0,561.4,16183.0,6466.0,0.017698054916301505,0.034690724834703084,Asia,TWN
Jiangxi Copper,26258,2016,Diversified Metals & Mining,China,29392.0,104.6,13822.0,6259.0,0.003558791507893304,0.007567645782086528,Asia,CHN
General Dynamics,99900,2016,Aerospace & Defense,United States,31469.0,2965.0,31997.0,42909.0,0.09421970828434333,0.09266493733787542,North America,USA
Canon,189571,2016,Business Services & Supplies,Japan,31390.0,1818.9,36808.0,40413.0,0.05794520547945206,0.04941588785046729,Asia,JPN
Bridgestone,144303,2016,Consumer Durables,Japan,31308.0,2348.3,31554.0,30893.0,0.07500638814360547,0.07442162641820373,Asia,JPN
ConocoPhillips,15900,2016,Oil & Gas Operations,United States,29447.0,-4428.0,97484.0,58971.0,-0.15037185451828708,-0.04542283861967092,North America,USA
Rite Aid,70580,2016,Retailing,United States,30737.0,165.5,11277.0,8414.0,0.005384390148680743,0.014675888977564956,North America,USA
Fresenius,222305,2016,Health Care Equipment & Services,Germany,30635.0,1505.9,46896.0,40038.0,0.04915619389587074,0.03211148072330263,Europe,DEU
Nike,62600,2016,Consumer Durables,United States,32007.0,3779.0,20987.0,100108.0,0.11806792264192208,0.18006384904941153,North America,USA
World Fuel Services,4700,2016,Retailing,United States,30290.0,186.9,4549.0,3542.0,0.006170353251898316,0.04108595295669378,North America,USA
3M,89446,2016,Conglomerates,United States,30274.0,4833.0,32718.0,102175.0,0.15964193697562265,0.1477168531083807,North America,USA
Schneider Electric,160843,2016,Capital Goods,France,29542.0,1560.2,46251.0,39281.0,0.052812944282716136,0.03373332468487168,Europe,FRA
Exelon,29762,2016,Utilities,United States,28708.0,2269.0,95384.0,31421.0,0.07903720217361014,0.023788056697139983,North America,USA
China Vanke,42295,2016,Real Estate,China,31075.0,2861.1,94138.0,27696.0,0.09207079646017699,0.030392615096985275,Asia,CHN
Bharat Petroleum,13535,2016,Oil & Gas Operations,India,38355.0,786.1,14081.0,10492.0,0.020495372180941208,0.05582700092322988,Asia,IND
Twenty-First Century Fox,20500,2016,Media,United States,26514.0,2409.0,48096.0,59323.0,0.09085766010409595,0.050087325349301395,North America,USA
Gas Natural Fenosa,19939,2016,Oil & Gas Operations,Spain,28849.0,1665.6,52286.0,20590.0,0.05773510346979098,0.03185556363079983,Europe,ESP
JD.com,105963,2016,Retailing,China,28830.0,-1491.4,13116.0,38829.0,-0.05173083593479015,-0.11370844769746875,Asia,CHN
Hindustan Petroleum,10538,2016,Oil & Gas Operations,India,34443.0,245.1,14010.0,4338.0,0.007116104868913857,0.017494646680942184,Asia,IND
BT Group,102500,2016,Telecommunications services,United Kingdom,27335.0,3853.1,38091.0,62441.0,0.14095847814157672,0.10115512850804652,Europe,GBR
JFE Holdings,59460,2016,Diversified Metals & Mining,Japan,29564.0,580.6,36242.0,10291.0,0.01963874983087539,0.01602008719165609,Asia,JPN
Mazda Motor,46398,2016,Consumer Durables,Japan,27986.0,1245.6,20932.0,9742.0,0.04450796826984921,0.05950697496655837,Asia,JPN
Tesoro,6016,2016,Oil & Gas Operations,United States,28644.0,1540.0,16332.0,10335.0,0.053763440860215055,0.09429341170707813,North America,USA
Time Warner,24800,2016,Media,United States,28118.0,3824.0,63848.0,60565.0,0.13599829290845722,0.05989224407968926,North America,USA
Avnet,18800,2016,Consumer Durables,United States,27351.0,566.5,11302.0,5756.0,0.020712222587839568,0.05012387188108299,North America,USA
Veolia Environnement,158780,2016,Utilities,France,27684.0,499.2,38986.0,13315.0,0.01803207628955353,0.012804596521828348,Europe,FRA
Compass Group,515864,2016,"Hotels, Restaurants & Leisure",United Kingdom,27165.0,1342.0,13250.0,28878.0,0.04940180379164366,0.10128301886792453,Europe,GBR
Macy's,157500,2016,Retailing,United States,27079.0,1072.0,20576.0,12770.0,0.03958787252114184,0.052099533437014,North America,USA
Delhaize Group,116646,2016,Food Markets,Belgium,27052.0,405.9,14157.0,10548.0,0.015004435901227265,0.02867132867132867,Europe,BEL
Kansai Electric Power,33089,2016,Utilities,Japan,27386.0,252.5,62032.0,8471.0,0.009220039436208282,0.0040704797523858655,Asia,JPN
Aisin Seiki,99389,2016,Consumer Durables,Japan,26233.0,763.0,24195.0,11375.0,0.029085502992414136,0.03153544120686092,Asia,JPN
Manulife Financial,33500,2016,Insurance,Canada,25047.0,1712.6,481763.0,29277.0,0.06837545414620513,0.0035548599622636026,North America,CAN
Fuji Heavy Industries,34735,2016,Consumer Durables,Japan,26728.0,3380.9,20195.0,27645.0,0.1264928165219994,0.16741272592225798,Asia,JPN
Philip Morris International,80200,2016,"Food, Drink & Tobacco",United States,26176.0,6586.0,34621.0,150346.0,0.25160452322738386,0.19023136246786632,North America,USA
Compal Electronics,72796,2016,Technology Hardware & Equipment,Taiwan,26683.0,273.5,9983.0,2682.0,0.010249971892216018,0.027396574176099368,Asia,TWN
Daiwa House Industry,47143,2016,Construction,Japan,25416.0,1250.8,26734.0,18762.0,0.04921309411394397,0.0467868631704945,Asia,JPN
Telecom Italia,82094,2016,Telecommunications services,Italy,21866.0,-79.8,77379.0,18440.0,-0.003649501509192353,-0.001031287558639941,Europe,ITA
Suzuki Motor,61601,2016,Consumer Durables,Japan,26664.0,984.8,23242.0,14196.0,0.03693369336933693,0.042371568711814814,Asia,JPN
Enbridge,8652,2016,Oil & Gas Operations,Canada,27416.0,196.2,60949.0,39345.0,0.007156405018967026,0.0032190848086104773,North America,CAN
Tech Data,9000,2016,Consumer Durables,United States,26380.0,265.7,6358.0,2507.0,0.010072024260803638,0.04178987102862535,North America,USA
CRH,78106,2016,Construction,Ireland,26209.0,802.9,34769.0,23420.0,0.030634514861307183,0.023092409905375477,Europe,IRL
Idemitsu Kosan,9203,2016,Oil & Gas Operations,Japan,31786.0,-894.8,21612.0,3396.0,-0.02815075819543195,-0.041402924301314085,Asia,JPN
Lotte Shopping,26030,2016,Retailing,South Korea,25736.0,-348.3,34705.0,7288.0,-0.013533571650606155,-0.01003601786486097,Asia,KOR
BAE Systems,75000,2016,Aerospace & Defense,United Kingdom,25647.0,1402.5,29600.0,22378.0,0.05468475845128085,0.04738175675675676,Europe,GBR
Vale,74098,2016,Diversified Metals & Mining,Brazil,25596.0,-13235.9,87342.0,26036.0,-0.5171081418971715,-0.15154106844358955,South America,BRA
McDonald's,420000,2016,"Hotels, Restaurants & Leisure",United States,25358.0,4816.4,37939.0,110148.0,0.18993611483555484,0.12695115843854607,North America,USA
Qualcomm,33000,2016,Semiconductors,United States,22614.0,4907.0,50060.0,77324.0,0.21698947554612188,0.09802237315221735,North America,USA
Medipal Holdings,14697,2016,Drugs & Biotechnology,Japan,24741.0,235.0,13047.0,4080.0,0.009498403459843983,0.01801180347972714,Asia,JPN
Sears Holdings,178000,2016,Retailing,United States,25146.0,-1129.0,11607.0,1935.0,-0.044897796866300806,-0.09726888946325493,North America,USA
New China Life Insurance,52474,2016,Insurance,China,25164.0,1378.9,101824.0,16241.0,0.05479653473215705,0.013541994028912634,Asia,CHN
Bank of Nova Scotia,89214,2016,Banking,Canada,24395.0,5471.9,653482.0,61737.0,0.22430416068866568,0.008373451755365871,North America,CAN
LG Display,49205,2016,Consumer Durables,South Korea,25078.0,854.0,19257.0,8107.0,0.034053752292846316,0.044347509996364956,Asia,KOR
Capital One Financial,45400,2016,Diversified Financials,United States,25015.0,4030.0,334048.0,39221.0,0.16110333799720167,0.012064134495641345,North America,USA
OMV Group,24124,2016,Oil & Gas Operations,Austria,24981.0,-1238.3,37599.0,9562.0,-0.04956967295144309,-0.03293438655283385,Europe,AUT
Danone,99781,2016,"Food, Drink & Tobacco",France,24853.0,1421.6,35535.0,46476.0,0.05720033798736571,0.04000562825383425,Europe,FRA
AstraZeneca,61500,2016,Drugs & Biotechnology,United Kingdom,24714.0,2823.7,60124.0,75019.0,0.11425507809338835,0.046964606479941454,Europe,GBR
EMC,72000,2016,Technology Hardware & Equipment,United States,24639.0,2006.0,45703.0,51891.0,0.08141564186858233,0.04389208585869637,North America,USA
LafargeHolcim,100956,2016,Construction,Switzerland,24552.0,-1525.6,73225.0,30263.0,-0.06213750407298794,-0.02083441447593035,Europe,CHE
Samsung Life Insurance,5348,2016,Insurance,South Korea,22429.0,1070.2,196413.0,19488.0,0.04771501181506086,0.005448722844210923,Asia,KOR
Flextronics International,200000,2016,Consumer Durables,Singapore,24598.0,517.8,13050.0,6704.0,0.021050491909911373,0.039678160919540226,Asia,SGP
Duke Energy,29188,2016,Utilities,United States,23441.0,2819.0,121156.0,53052.0,0.12025937460005973,0.02326752286308561,North America,USA
East Japan Railway,86127,2016,Transportation,Japan,23460.0,1922.2,63083.0,36201.0,0.08193520886615516,0.03047096682148915,Asia,JPN
Chubu Electric Power,30659,2016,Utilities,Japan,24541.0,1331.5,45348.0,10123.0,0.054256142781467745,0.029361824115727266,Asia,JPN
Halliburton,65000,2016,Oil & Gas Operations,United States,23633.0,-671.0,36942.0,35062.0,-0.02839250200990141,-0.018163607817660115,North America,USA
Northrop Grumman,65000,2016,Aerospace & Defense,United States,23526.0,1990.0,24454.0,36370.0,0.08458726515344725,0.0813772797906273,North America,USA
NEC,98726,2016,Consumer Durables,Japan,23810.0,288.1,20761.0,6597.0,0.012099958000839984,0.013876980877607054,Asia,JPN
Arrow Electronics,18500,2016,Consumer Durables,United States,23282.0,497.7,13022.0,5829.0,0.02137702946482261,0.03821993549377976,North America,USA
AIA Group,20000,2016,Insurance,Hong Kong,23652.0,2691.3,165970.0,72696.0,0.11378741755454085,0.01621558112911972,Asia,HKG
Raytheon,61000,2016,Aerospace & Defense,United States,23247.0,2098.0,29281.0,37540.0,0.09024820406934228,0.0716505583825689,North America,USA
Suncor Energy,13190,2016,Oil & Gas Operations,Canada,22830.0,-1559.3,55811.0,45162.0,-0.06830048182216382,-0.027938936768737346,North America,CAN
SAP,76986,2016,IT Software & Services,Germany,23208.0,3561.6,48868.0,98375.0,0.15346432264736298,0.0728820496030122,Europe,DEU
Inditex,152854,2016,Consumer Durables,Spain,23052.0,3170.6,18781.0,103230.0,0.1375412111747354,0.16881955167456472,Europe,ESP
Korea Gas,3412,2016,Oil & Gas Operations,South Korea,23019.0,282.0,36148.0,3147.0,0.012250749380946176,0.007801261480579838,Asia,KOR
Sodexo,422844,2016,Business Services & Supplies,France,22548.0,788.3,15348.0,15896.0,0.03496097214830583,0.051361740943445394,Europe,FRA
TUI,76036,2016,Business Services & Supplies,Germany,22404.0,294.5,14760.0,8286.0,0.013144974111765757,0.019952574525745257,Europe,DEU
AbbVie,28000,2016,Drugs & Biotechnology,United States,22859.0,5117.0,53050.0,99361.0,0.22385056214182597,0.09645617342130065,North America,USA
Centene,18200,2016,Health Care Equipment & Services,United States,22760.0,355.0,7339.0,10597.0,0.015597539543057997,0.048371712767407,North America,USA
National Grid,25068,2016,Utilities,United Kingdom,24232.0,3332.6,83293.0,51444.0,0.13752888742159128,0.04001056511351494,Europe,GBR
Community Health Systems,123000,2016,Health Care Equipment & Services,United States,19437.0,163.0,26861.0,2371.0,0.008386067808818233,0.006068277428241689,North America,USA
VTB Bank,92882,2016,Banking,Russia,22408.0,21.2,186786.0,13974.0,0.0009460906818993216,0.00011349887036501665,Asia,RUS
International Paper,56000,2016,Materials,United States,22365.0,938.0,30587.0,17828.0,0.04194053208137715,0.03066662307516265,North America,USA
Emerson Electric,110800,2016,Capital Goods,United States,21429.0,2534.0,21552.0,35674.0,0.11825096831396706,0.11757609502598367,North America,USA
Midea Group,93299,2016,Consumer Durables,China,22026.0,2021.7,19841.0,20240.0,0.09178697902478888,0.10189506577289452,Asia,CHN
Telstra,36165,2016,Telecommunications services,Australia,20248.0,3180.9,30900.0,50828.0,0.15709699723429474,0.10294174757281553,Oceania,AUS
Onex,144000,2016,Diversified Financials,Canada,21029.0,-942.1,35810.0,6365.0,-0.04480003804270293,-0.026308293772689194,North America,CAN
Union Pacific,47457,2016,Transportation,United States,21028.0,4600.0,55772.0,75382.0,0.21875594445501237,0.08247866312845155,North America,USA
Wolseley,38464,2016,Construction,Switzerland,20821.0,909.8,11357.0,14131.0,0.04369626819076893,0.08010918376331777,Europe,CHE
Amgen,17900,2016,Drugs & Biotechnology,United States,21416.0,6939.0,71576.0,122398.0,0.32401008591707137,0.09694590365485638,North America,USA
Alfresa Holdings,11788,2016,Drugs & Biotechnology,Japan,21044.0,237.3,11077.0,4633.0,0.011276373313058355,0.02142276789744516,Asia,JPN
Randstad Holding,29750,2016,Business Services & Supplies,Netherlands,21313.0,575.3,8175.0,9834.0,0.02699291512222587,0.07037308868501528,Europe,NLD
Staples,58963,2016,Retailing,United States,21060.0,379.0,10172.0,6780.0,0.017996201329534663,0.03725914274478962,North America,USA
Standard Chartered,84076,2016,Banking,United Kingdom,20549.0,-2177.7,640483.0,26303.0,-0.10597595990072509,-0.003400090244393684,Europe,GBR
Rolls-Royce Holdings,50500,2016,Aerospace & Defense,United Kingdom,20969.0,126.8,32903.0,18126.0,0.0060470217940769705,0.0038537519375132965,Europe,GBR
Old Mutual,64043,2016,Diversified Financials,United Kingdom,17990.0,970.2,192914.0,13723.0,0.05392996108949417,0.005029183988720363,Europe,GBR
Toyota Motor,364445,2017,Consumer Durables,Japan,249902.0,17111.5,412496.0,171850.0,0.0684728413538107,0.04148282650013576,Asia,JPN
Royal Dutch Shell,89000,2017,Oil & Gas Operations,Netherlands,234751.0,4650.7,411275.0,228793.0,0.01981120421212263,0.011308005592365205,Europe,NLD
Berkshire Hathaway,367700,2017,Diversified Financials,United States,222935.0,24074.0,620854.0,409908.0,0.10798663287505327,0.038775621965872815,North America,USA
Apple,116000,2017,Technology Hardware & Equipment,United States,217481.0,45217.0,331141.0,752039.0,0.20791241533743177,0.13654908332100224,North America,USA
McKesson,64500,2017,Drugs & Biotechnology,United States,196498.0,2030.0,57874.0,30517.0,0.010330893953119116,0.0350762000207347,North America,USA
BP,74500,2017,Oil & Gas Operations,United Kingdom,183834.0,115.0,263316.0,114695.0,0.0006255643678536071,0.00043673760804508653,Europe,GBR
UnitedHealth Group,230000,2017,Health Care Equipment & Services,United States,184871.0,7237.0,125037.0,160185.0,0.03914621546916498,0.05787886785511489,North America,USA
CVS Health,204000,2017,Retailing,United States,177526.0,5291.0,94462.0,79839.0,0.02980408503543143,0.05601194130973301,North America,USA
Samsung Electronics,325000,2017,Semiconductors,South Korea,173995.0,19320.7,217068.0,254303.0,0.11104169660047702,0.08900759209095768,Asia,KOR
Daimler,282488,2017,Consumer Durables,Germany,169537.0,9431.4,256292.0,76099.0,0.0556303343812855,0.036799431897991355,Europe,DEU
General Motors,225000,2017,Consumer Durables,United States,166380.0,9427.0,221690.0,50792.0,0.056659454261329484,0.04252334340746087,North America,USA
AT&T,268540,2017,Telecommunications services,United States,163786.0,12976.0,403821.0,249286.0,0.07922533061433822,0.03213304904895981,North America,USA
Ford Motor,201000,2017,Consumer Durables,United States,151800.0,4596.0,237951.0,44718.0,0.030276679841897233,0.01931490096700581,North America,USA
AmerisourceBergen,18500,2017,Drugs & Biotechnology,United States,148310.0,1346.9,33919.0,19013.0,0.00908165329377655,0.039709307467790916,North America,USA
China State Construction Engineering,263915,2017,Construction,China,140824.0,4864.3,201364.0,43181.0,0.03454169743793672,0.024156750958463282,Asia,CHN
Amazon.com,341400,2017,Retailing,United States,135987.0,2371.0,86022.0,427011.0,0.017435490157147373,0.027562716514380043,North America,USA
China Construction Bank,362482,2017,Banking,China,134242.0,34981.4,3016578.0,200458.0,0.2605846158430298,0.011596385042919493,Asia,CHN
Honda Motor,211915,2017,Consumer Durables,Japan,127865.0,3931.3,161802.0,51382.0,0.030745708364290462,0.024296980259823735,Asia,JPN
Total,102168,2017,Oil & Gas Operations,France,128067.0,6156.1,230978.0,128122.0,0.04806936993917247,0.026652321866151758,Europe,FRA
General Electric,295000,2017,Conglomerates,United States,119690.0,10020.0,365183.0,261174.0,0.08371626702314312,0.027438298058781486,North America,USA
Japan Post Holdings,248384,2017,Insurance,Japan,123728.0,3124.5,2522131.0,55145.0,0.025252974266132162,0.00123883335163796,Asia,JPN
Allianz,140253,2017,Insurance,Germany,115725.0,7614.0,935871.0,83721.0,0.06579390797148413,0.00813573665601349,Europe,DEU
Cardinal Health,37300,2017,Drugs & Biotechnology,United States,127235.0,1352.0,35021.0,25978.0,0.01062600699493064,0.03860540818366123,North America,USA
