Empresa,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Año,Continente,Codigo_pais
BNP Paribas,Banking,France,74910.0,7423.1,2166292.0,66847.0,0.09909357896142038,0.0034266386987534462,2016,Europe,FRA
Daimler,Consumer Durables,Germany,165747.0,9341.5,235907.0,75406.0,0.056359994449371634,0.039598231506483485,2016,Europe,DEU
AXA Group,Insurance,France,129808.0,5890.6,965384.0,61857.0,0.04537932947121903,0.0061018206226745005,2016,Europe,FRA
Alphabet,IT Software & Services,United States,77231.0,17040.0,149747.0,500077.0,0.22063679092592353,0.11379192905367053,2016,North America,USA
Chevron,Oil & Gas Operations,United States,129866.0,4587.0,266103.0,192258.0,0.035321023208538034,0.017237686159118838,2016,North America,USA
Japan Post Holdings,Insurance,Japan,129795.0,4393.8,2450733.0,62570.0,0.033851843291344046,0.0017928513632452007,2016,Asia,JPN
Total,Oil & Gas Operations,France,143359.0,5034.1,224484.0,121917.0,0.0351153398112431,0.022425206250779567,2016,Europe,FRA
Sinopec,Oil & Gas Operations,China,283613.0,5124.0,223661.0,89941.0,0.0180668728161262,0.022909671332954785,2016,Asia,CHN
Johnson & Johnson,Health Care Equipment & Services,United States,70236.0,15381.0,133411.0,312575.0,0.218990261404408,0.11529034337498408,2016,North America,USA
Nestle,"Food, Drink & Tobacco",Switzerland,92208.0,9415.5,123868.0,235701.0,0.10211153045288912,0.07601236800465011,2016,Europe,CHE
Mitsubishi UFJ Financial,Banking,Japan,44244.0,7921.9,2458766.0,73516.0,0.17905026670282975,0.0032219007420795634,2016,Asia,JPN
Comcast,Media,United States,74510.0,8163.0,166574.0,148187.0,0.10955576432693598,0.04900524691728601,2016,North America,USA
Bank of Communications,Banking,China,56985.0,10601.5,1101910.0,55652.0,0.1860401860138633,0.009621021680536523,2016,Asia,CHN
Banco Santander,Banking,Spain,49786.0,6622.3,1455924.0,72526.0,0.1330153055075724,0.004548520389800566,2016,Europe,ESP
China Merchants Bank,Banking,China,48189.0,9202.5,843134.0,66759.0,0.1909668181535205,0.010914635158824102,2016,Asia,CHN
Procter & Gamble,Consumer Durables,United States,69374.0,8446.0,129143.0,218935.0,0.12174589903998616,0.06540037013233392,2016,North America,USA
Ford Motor,Consumer Durables,United States,149558.0,7373.0,224925.0,54196.0,0.04929859987429626,0.03277981549405357,2016,North America,USA
IBM,IT Software & Services,United States,80836.0,12883.0,118856.0,142691.0,0.15937206195259537,0.1083916672275695,2016,North America,USA
UnitedHealth Group,Health Care Equipment & Services,United States,165885.0,6011.0,117855.0,127514.0,0.036235946589504776,0.05100335157608926,2016,North America,USA
General Motors,Consumer Durables,United States,152356.0,9687.0,194520.0,49552.0,0.06358134894588989,0.04979950647748303,2016,North America,USA
Nippon Telegraph & Tel,Telecommunications services,Japan,94232.0,5552.3,172488.0,94540.0,0.05892159775872315,0.03218948564537823,2016,Asia,JPN
BMW Group,Consumer Durables,Germany,102215.0,7062.7,197883.0,60382.0,0.06909651225358313,0.0356912923293057,2016,Europe,DEU
Pfizer,Drugs & Biotechnology,United States,48851.0,7743.0,167460.0,205746.0,0.1585023848027676,0.046237907560014335,2016,North America,USA
Novartis,Drugs & Biotechnology,Switzerland,49428.0,17645.4,131905.0,203776.0,0.3569919883466861,0.13377354914521816,2016,Europe,CHE
MetLife,Insurance,United States,68017.0,5268.0,884178.0,51434.0,0.07745122542893688,0.005958076314950157,2016,North America,USA
China Life Insurance,Insurance,China,81487.0,5573.1,377035.0,55652.0,0.06839250432584339,0.014781386343442917,2016,Asia,CHN
Royal Dutch Shell,Oil & Gas Operations,Netherlands,264871.0,2075.1,340157.0,209987.0,0.00783437975467303,0.006100418336238854,2016,Europe,NLD
Siemens,Conglomerates,Germany,85511.0,6463.9,133926.0,91812.0,0.07559144437557741,0.04826471334916297,2016,Europe,DEU
Royal Bank of Canada,Banking,Canada,33090.0,7650.5,852977.0,90722.0,0.23120278029616198,0.008969175018787141,2016,North America,CAN
Gazprom,Oil & Gas Operations,Russia,102051.0,4877.4,250240.0,57146.0,0.04779375018373166,0.01949088874680307,2016,Asia,RUS
UBS,Banking,Switzerland,39930.0,6441.1,941877.0,63689.0,0.16130979213623842,0.006838578710383628,2016,Europe,CHE
ING Group,Banking,Netherlands,55674.0,5463.6,914414.0,49891.0,0.09813557495419765,0.005974974136441481,2016,Europe,NLD
Anheuser-Busch InBev,"Food, Drink & Tobacco",Belgium,43604.0,8267.2,136532.0,204589.0,0.18959728465278416,0.06055137257199778,2016,Europe,BEL
Shanghai Pudong Development,Banking,China,41393.0,8051.4,776819.0,55209.0,0.19451114922813034,0.010364576561592854,2016,Asia,CHN
Commonwealth Bank,Banking,Australia,33133.0,6863.0,657032.0,99171.0,0.20713488063260194,0.010445457755482229,2016,Oceania,AUS
Industrial Bank ,Banking,China,45031.0,8043.1,832046.0,47330.0,0.1786125113810486,0.009666653045624881,2016,Asia,CHN
Intel,Semiconductors,United States,56276.0,11474.0,105467.0,149259.0,0.20388798066671404,0.10879232366522229,2016,North America,USA
Citic Pacific,Diversified Metals & Mining,Hong Kong,53764.0,5393.3,877829.0,45380.0,0.100314336730898,0.006143907298574096,2016,Asia,HKG
CVS Health,Retailing,United States,153290.0,5202.0,93657.0,110802.0,0.03393567747406876,0.05554309875396393,2016,North America,USA
Cisco Systems,Technology Hardware & Equipment,United States,49589.0,10333.0,112642.0,141654.0,0.20837282461836296,0.09173310132987696,2016,North America,USA
Itaú Unibanco Holding,Banking,Brazil,50919.0,7705.9,324076.0,50476.0,0.15133643630079144,0.023778064404645822,2016,South America,BRA
China Minsheng Banking,Banking,China,42359.0,7355.3,696517.0,49268.0,0.1736419651077693,0.010560115546354217,2016,Asia,CHN
Prudential,Insurance,United Kingdom,63106.0,3940.2,558729.0,53392.0,0.06243780306151554,0.0070520771250463105,2016,Europe,GBR
TD Bank Group,Banking,Canada,29815.0,6228.0,833956.0,81818.0,0.2088881435519034,0.007468019895534057,2016,North America,CAN
General Electric,Conglomerates,United States,122364.0,1678.0,492692.0,285611.0,0.013713183616096237,0.003405778863874388,2016,North America,USA
Softbank,Telecommunications services,Japan,74747.0,4277.8,178708.0,67137.0,0.05723039051734518,0.02393737269736106,2016,Asia,JPN
Sumitomo Mitsui Financial,Banking,Japan,39618.0,5762.5,1558335.0,48165.0,0.1454515624211217,0.003697857007639564,2016,Asia,JPN
Walt Disney,Media,United States,53902.0,9080.0,90121.0,169308.0,0.16845386071017773,0.10075343149765316,2016,North America,USA
Westpac Banking Group,Banking,Australia,30193.0,6268.4,570984.0,80587.0,0.20761103567051964,0.010978241071553669,2016,Oceania,AUS
Deutsche Telekom,Telecommunications services,Germany,76768.0,3608.4,156340.0,81762.0,0.04700395998332639,0.023080465651784572,2016,Europe,DEU
Honda Motor,Consumer Durables,Japan,118094.0,4425.8,154522.0,51090.0,0.03747692516131217,0.02864187623768784,2016,Asia,JPN
Rosneft,Oil & Gas Operations,Russia,80751.0,5791.2,139550.0,51119.0,0.07171675892558606,0.04149910426370476,2016,Asia,RUS
Boeing,Aerospace & Defense,United States,96114.0,5172.0,94408.0,85321.0,0.05381109931955803,0.05478349292432845,2016,North America,USA
Goldman Sachs Group,Diversified Financials,United States,32792.0,4374.0,861395.0,72964.0,0.13338619175408636,0.005077809831726444,2016,North America,USA
Banco Bradesco,Banking,Brazil,65869.0,5146.1,257544.0,41505.0,0.07812628095158573,0.01998144006461032,2016,South America,BRA
China Citic Bank,Banking,China,41187.0,6559.7,788840.0,40424.0,0.15926627333867482,0.008315628010749962,2016,Asia,CHN
Roche Holding,Drugs & Biotechnology,Switzerland,50001.0,9204.7,75687.0,222178.0,0.18409031819363614,0.12161533684780743,2016,Europe,CHE
Prudential Financial,Insurance,United States,53223.0,5587.0,757388.0,35356.0,0.10497341374969468,0.00737666823345498,2016,North America,USA
Oracle,IT Software & Services,United States,37159.0,8844.0,104894.0,168899.0,0.23800425199817002,0.08431368810418137,2016,North America,USA
Coca-Cola,"Food, Drink & Tobacco",United States,43488.0,7277.0,91263.0,192803.0,0.16733351729212656,0.07973658547275457,2016,North America,USA
ANZ,Banking,Australia,31099.0,5866.8,625801.0,54888.0,0.1886491527058748,0.009374865172794547,2016,Oceania,AUS
Nissan Motor,Consumer Durables,Japan,101018.0,4721.4,147363.0,42914.0,0.046738205072363335,0.03203925001526842,2016,Asia,JPN
Morgan Stanley,Diversified Financials,United States,32130.0,4865.0,807715.0,53683.0,0.1514161220043573,0.006023164111103545,2016,North America,USA
American International Group,Insurance,United States,58330.0,2179.0,496943.0,63709.0,0.037356420366878106,0.004384808720517243,2016,North America,USA
National Australia Bank,Banking,Australia,28785.0,4962.4,671612.0,56482.0,0.17239534479763766,0.007388789956105608,2016,Oceania,AUS
Sanofi ,Drugs & Biotechnology,France,40473.0,4753.9,111151.0,115374.0,0.11745855261532379,0.04276974566130759,2016,Europe,FRA
PepsiCo,"Food, Drink & Tobacco",United States,62698.0,5162.0,70019.0,147302.0,0.08233117483811286,0.07372284665590768,2016,North America,USA
Bank of Nova Scotia,Banking,Canada,24395.0,5471.9,653482.0,61737.0,0.22430416068866568,0.008373451755365871,2016,North America,CAN
Intesa Sanpaolo,Banking,Italy,39064.0,3142.7,734878.0,46409.0,0.0804500307188204,0.004276492152438908,2016,Europe,ITA
Merck,Drugs & Biotechnology,United States,38969.0,4442.0,101779.0,157153.0,0.11398804177679694,0.04364358069935841,2016,North America,USA
BASF,Chemicals,Germany,78122.0,4421.3,80070.0,73229.0,0.05659481324082845,0.055217934307480954,2016,Europe,DEU
American Express,Diversified Financials,United States,34594.0,5026.0,159000.0,63184.0,0.1452853095912586,0.03161006289308176,2016,North America,USA
United Technologies,Conglomerates,United States,59126.0,4044.0,87484.0,88442.0,0.06839630619355275,0.04622559553746971,2016,North America,USA
Bayer ,Chemicals,Germany,51634.0,4510.0,84637.0,102527.0,0.08734554750745632,0.0532863877500384,2016,Europe,DEU
Korea Electric Power,Utilities,South Korea,52092.0,11741.5,149467.0,33064.0,0.22539929355755203,0.07855580161507222,2016,Asia,KOR
US Bancorp,Banking,United States,21120.0,5816.0,428638.0,74996.0,0.2753787878787879,0.013568559017166,2016,North America,USA
GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,36550.0,12867.2,78774.0,104243.0,0.35204377564979483,0.16334323507756368,2016,Europe,GBR
Munich Re,Insurance,Germany,63517.0,3446.5,295683.0,34142.0,0.05426106396712691,0.011656064095670025,2016,Europe,DEU
EADS,Aerospace & Defense,France,71470.0,2989.6,122359.0,50877.0,0.0418301385196586,0.024433020864832174,2016,Europe,FRA
Sberbank,Banking,Russia,42563.0,3636.0,374268.0,39195.0,0.08542630923572117,0.0097149636089647,2016,Asia,RUS
Enel,Utilities,Italy,76917.0,2437.6,179005.0,44569.0,0.03169130361298542,0.013617496717968771,2016,Europe,ITA
Telefónica,Telecommunications services,Spain,52362.0,3044.0,133587.0,55197.0,0.058133761124479585,0.022786648401416306,2016,Europe,ESP
Mizuho Financial,Banking,Japan,25953.0,5023.8,1625482.0,40691.0,0.19357299734134784,0.003090652495690509,2016,Asia,JPN
Walgreens Boots Alliance,Retailing,United States,116534.0,3368.0,66385.0,86571.0,0.028901436490637925,0.05073435263990359,2016,North America,USA
Hyundai Motor,Consumer Durables,South Korea,81250.0,5670.0,141033.0,28938.0,0.06978461538461539,0.04020335666120695,2016,Asia,KOR
Unilever,Consumer Durables,Netherlands,59074.0,5444.0,56811.0,137213.0,0.09215560144903003,0.09582651247117635,2016,Europe,NLD
Credit Agricole,Banking,France,38176.0,3899.0,1661272.0,29904.0,0.10213222967309304,0.002346996759109887,2016,Europe,FRA
Dow Chemical,Chemicals,United States,48770.0,7634.0,68026.0,59019.0,0.1565306540906295,0.11222179754799635,2016,North America,USA
Home Depot,Retailing,United States,88519.0,7009.0,42549.0,169777.0,0.07918074085789492,0.16472772568097957,2016,North America,USA
Saudi Basic Industries,Chemicals,Saudi Arabia,39766.0,5007.6,87434.0,63468.0,0.12592667102549918,0.057272914426881996,2016,Asia,SAU
China State Construction Engineering,Construction,China,135020.0,4146.6,165607.0,25551.0,0.03071100577692194,0.025038796669222922,2016,Asia,CHN
BBVA-Banco Bilbao Vizcaya,Banking,Spain,25819.0,2929.8,814810.0,46875.0,0.11347457298888416,0.0035956848835924943,2016,Europe,ESP
Société Générale,Banking,France,28432.0,4436.8,1449559.0,32464.0,0.15604952166572877,0.0030607929722074093,2016,Europe,FRA
Hon Hai Precision ,Consumer Durables,Taiwan,141152.0,4625.1,70274.0,39202.0,0.03276680457946044,0.06581523749893275,2016,Asia,TWN
Gilead Sciences,Drugs & Biotechnology,United States,32170.0,18108.0,51839.0,138078.0,0.5628846751631955,0.3493122938328286,2016,North America,USA
Swiss Re ,Insurance,Switzerland,35658.0,4594.6,189557.0,35449.0,0.12885187054798364,0.024238619518139666,2016,Europe,CHE
SAIC Motor,Consumer Durables,China,101922.0,4616.5,78790.0,34437.0,0.045294440846922156,0.058592460972204594,2016,Asia,CHN
Reliance Industries,Oil & Gas Operations,India,42239.0,4220.2,91542.0,50589.0,0.09991240322924311,0.04610124314522296,2016,Asia,IND
LukOil,Oil & Gas Operations,Russia,90441.0,4803.3,69620.0,36810.0,0.053109762165389596,0.06899310542947429,2016,Asia,RUS
Capital One Financial,Diversified Financials,United States,25015.0,4030.0,334048.0,39221.0,0.16110333799720167,0.012064134495641345,2016,North America,USA
China Telecom,Telecommunications services,China,52707.0,3197.0,96951.0,41006.0,0.06065607983759273,0.032975420573279283,2016,Asia,CHN
Generali Group,Insurance,Italy,97107.0,2253.3,539299.0,24093.0,0.02320430041088696,0.004178201702580572,2016,Europe,ITA
AIA Group,Insurance,Hong Kong,23652.0,2691.3,165970.0,72696.0,0.11378741755454085,0.01621558112911972,2016,Asia,HKG
CK Hutchison,Conglomerates,Hong Kong,21510.0,5896.2,133281.0,48218.0,0.2741143654114365,0.04423886375402345,2016,Asia,HKG
Zurich Insurance Group,Insurance,Switzerland,60847.0,1798.9,364199.0,33092.0,0.02956431705753776,0.004939332617607407,2016,Europe,CHE
Medtronic,Health Care Equipment & Services,United States,28570.0,2434.0,102706.0,110668.0,0.08519425971298565,0.02369871283079859,2016,North America,USA
Orange,Telecommunications services,France,44619.0,2668.1,100914.0,44498.0,0.05979739572827719,0.02643934439225479,2016,Europe,FRA
Amgen,Drugs & Biotechnology,United States,21416.0,6939.0,71576.0,122398.0,0.32401008591707137,0.09694590365485638,2016,North America,USA
China Pacific Insurance,Insurance,China,39300.0,2820.6,139458.0,37105.0,0.07177099236641221,0.02022544421976509,2016,Asia,CHN
Mondelēz International,"Food, Drink & Tobacco",United States,29636.0,7267.0,62843.0,65695.0,0.2452085301660143,0.11563738204732428,2016,North America,USA
CNOOC,Oil & Gas Operations,China,27288.0,3237.3,102310.0,58022.0,0.11863456464379948,0.03164206822402502,2016,Asia,CHN
Allergan,Drugs & Biotechnology,United States,18276.0,3915.2,135841.0,90539.0,0.21422630772597942,0.02882193152288337,2016,North America,USA
Mitsubishi Corp,Trading Companies,Japan,59815.0,2686.5,135664.0,27689.0,0.04491348323998997,0.019802600542516806,2016,Asia,JPN
Taiwan Semiconductor,Semiconductors,Taiwan,25661.0,9093.9,50462.0,125605.0,0.3543860332800748,0.18021283341920652,2016,Asia,TWN
Honeywell International,Conglomerates,United States,38581.0,4768.0,49316.0,86922.0,0.12358414763743812,0.09668261821721146,2016,North America,USA
China Everbright Bank,Banking,China,27061.0,4706.4,487820.0,25667.0,0.17391818484165403,0.009647820917551555,2016,Asia,CHN
Iberdrola,Utilities,Spain,34841.0,2685.3,113697.0,44087.0,0.07707298872018599,0.023618037415235233,2016,Europe,ESP
Phillips 66,Oil & Gas Operations,United States,85174.0,4221.0,48580.0,46297.0,0.04955737666424026,0.08688760806916426,2016,North America,USA
América Móvil,Telecommunications services,Mexico,56311.0,2207.5,75067.0,51930.0,0.0392019321269379,0.02940706302369883,2016,North America,MEX
Bank of Montreal,Banking,Canada,18232.0,3428.4,496922.0,41789.0,0.18804300131636684,0.006899271917926757,2016,North America,CAN
Lockheed Martin,Aerospace & Defense,United States,46132.0,3605.0,49128.0,69294.0,0.07814532211913638,0.07337974271291321,2016,North America,USA
Express Scripts,Health Care Equipment & Services,United States,101752.0,2476.4,54008.0,46543.0,0.02433760515763818,0.0458524663012887,2016,North America,USA
United Parcel Service,Air Courier,United States,58050.0,4844.0,38311.0,93295.0,0.08344530577088717,0.12643888178329984,2016,North America,USA
Renault,Consumer Durables,France,50264.0,3130.5,98424.0,29032.0,0.062281155498965464,0.03180626676420385,2016,Europe,FRA
Duke Energy,Utilities,United States,23441.0,2819.0,121156.0,53052.0,0.12025937460005973,0.02326752286308561,2016,North America,USA
State Bank of India,Banking,India,41771.0,2439.9,427100.0,23323.0,0.058411338009623906,0.0057127136501990165,2016,Asia,IND
Nordea Bank,Banking,Sweden,16127.0,4060.2,702903.0,39898.0,0.2517641222794072,0.005776330446733049,2016,Europe,SWE
China Communications Construction,Construction,China,62629.0,2468.3,112580.0,26498.0,0.03941145475738077,0.021924853437555517,2016,Asia,CHN
Anthem,Health Care Equipment & Services,United States,79240.0,2560.0,61718.0,38748.0,0.03230691569914185,0.041478985061084286,2016,North America,USA
Banco do Brasil,Banking,Brazil,65553.0,4310.8,354156.0,17022.0,0.06576052964776594,0.01217203718135511,2016,South America,BRA
PNC Financial Services,Banking,United States,15983.0,4017.0,360985.0,43957.0,0.25132953763373583,0.011127886200257628,2016,North America,USA
Caterpillar,Capital Goods,United States,47011.0,2102.0,78497.0,45607.0,0.04471293952479207,0.026778093430322177,2016,North America,USA
Time Warner,Media,United States,28118.0,3824.0,63848.0,60565.0,0.13599829290845722,0.05989224407968926,2016,North America,USA
KDDI,Telecommunications services,Japan,37337.0,4009.8,46484.0,81631.0,0.10739480943835873,0.08626193959211773,2016,Asia,JPN
AbbVie,Drugs & Biotechnology,United States,22859.0,5117.0,53050.0,99361.0,0.22385056214182597,0.09645617342130065,2016,North America,USA
McKesson,Drugs & Biotechnology,United States,189131.0,1959.0,55087.0,40746.0,0.010357900079838842,0.03556192931181586,2016,North America,USA
National Grid,Utilities,United Kingdom,24232.0,3332.6,83293.0,51444.0,0.13752888742159128,0.04001056511351494,2016,Europe,GBR
Bank of New York Mellon,Banking,United States,15429.0,3161.0,372870.0,44181.0,0.20487393868688833,0.00847748545069327,2016,North America,USA
VINCI,Construction,France,43426.0,2268.9,68648.0,43025.0,0.05224750149679915,0.033051217806782426,2016,Europe,FRA
China Railway Group,Construction,China,96001.0,1945.4,109903.0,25467.0,0.020264372246122438,0.01770106366523207,2016,Asia,CHN
Target,Retailing,United States,73785.0,3363.0,40262.0,49397.0,0.045578369587314496,0.08352789230539963,2016,North America,USA
Travelers,Insurance,United States,26852.0,3414.0,101956.0,32409.0,0.12714136749590346,0.03348503275922947,2016,North America,USA
Hewlett Packard Enterprise,Technology Hardware & Equipment,United States,51831.0,2461.0,77352.0,30023.0,0.04748123709748992,0.03181559623539146,2016,North America,USA
China Shenhua Energy,Diversified Metals & Mining,China,27251.0,2587.3,85309.0,43089.0,0.09494330483285018,0.030328570256362167,2016,Asia,CHN
Aetna,Health Care Equipment & Services,United States,60368.0,2390.2,53424.0,40248.0,0.039593824542804135,0.04474019167415393,2016,North America,USA
Qualcomm,Semiconductors,United States,22614.0,4907.0,50060.0,77324.0,0.21698947554612188,0.09802237315221735,2016,North America,USA
Delta Air Lines,Airline,United States,40474.0,4726.0,53342.0,34428.0,0.11676631911844641,0.08859810280829365,2016,North America,USA
Lloyds Banking Group,Banking,United Kingdom,46198.0,773.1,1188977.0,70027.0,0.016734490670591802,0.0006502228386251374,2016,Europe,GBR
Union Pacific,Transportation,United States,21028.0,4600.0,55772.0,75382.0,0.21875594445501237,0.08247866312845155,2016,North America,USA
Chubb,Insurance,Switzerland,19180.0,2834.0,102366.0,55332.0,0.14775808133472368,0.027684973526366178,2016,Europe,CHE
Alibaba,Business Services & Supplies,China,14964.0,10993.8,56173.0,200718.0,0.734683239775461,0.19571324301710785,2016,Asia,CHN
AstraZeneca,Drugs & Biotechnology,United Kingdom,24714.0,2823.7,60124.0,75019.0,0.11425507809338835,0.046964606479941454,2016,Europe,GBR
Schlumberger,Oil & Gas Operations,United States,31746.0,1598.0,69141.0,111135.0,0.05033705033705034,0.02311219102992436,2016,North America,USA
British American Tobacco,"Food, Drink & Tobacco",United Kingdom,20020.0,6554.3,46450.0,111042.0,0.3273876123876124,0.1411044133476857,2016,Europe,GBR
Hitachi,Consumer Durables,Japan,84039.0,1977.1,106597.0,23329.0,0.02352598198455479,0.018547426287794214,2016,Asia,JPN
SAP,IT Software & Services,Germany,23208.0,3561.6,48868.0,98375.0,0.15346432264736298,0.0728820496030122,2016,Europe,DEU
China Railway Construction,Construction,China,92566.0,2007.8,107197.0,21562.0,0.021690469502841217,0.018730001772437662,2016,Asia,CHN
People's Insurance Company,Insurance,China,63241.0,3120.2,125805.0,18268.0,0.04933824575828971,0.024801875919081118,2016,Asia,CHN
Manulife Financial,Insurance,Canada,25047.0,1712.6,481763.0,29277.0,0.06837545414620513,0.0035548599622636026,2016,North America,CAN
Valero Energy,Oil & Gas Operations,United States,87804.0,3990.0,44343.0,28807.0,0.04544212108787755,0.08998038021784724,2016,North America,USA
Philip Morris International,"Food, Drink & Tobacco",United States,26176.0,6586.0,34621.0,150346.0,0.25160452322738386,0.19023136246786632,2016,North America,USA
China Vanke,Real Estate,China,31075.0,2861.1,94138.0,27696.0,0.09207079646017699,0.030392615096985275,2016,Asia,CHN
Tokio Marine Holdings,Insurance,Japan,35673.0,1770.2,182318.0,26492.0,0.049622964146553414,0.009709408835112277,2016,Asia,JPN
Aviva,Insurance,United Kingdom,35974.0,1402.5,540856.0,25717.0,0.038986490242953246,0.0025931116600352035,2016,Europe,GBR
Facebook,IT Software & Services,United States,17927.0,3670.0,49407.0,314758.0,0.204719138729291,0.07428097233185581,2016,North America,USA
McDonald's,"Hotels, Restaurants & Leisure",United States,25358.0,4816.4,37939.0,110148.0,0.18993611483555484,0.12695115843854607,2016,North America,USA
Dalian Wanda Commercial Properties,Construction,China,19849.0,4738.0,98491.0,29914.0,0.23870220162224798,0.0481059183072565,2016,Asia,CHN
Exelon,Utilities,United States,28708.0,2269.0,95384.0,31421.0,0.07903720217361014,0.023788056697139983,2016,North America,USA
Costco Wholesale,Retailing,United States,117269.0,2309.0,32388.0,65820.0,0.019689773085811255,0.07129183648264789,2016,North America,USA
Sony,Consumer Durables,Japan,67892.0,1068.3,142206.0,34140.0,0.015735285453367113,0.007512341251423991,2016,Asia,JPN
Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,39054.0,2611.4,45645.0,49347.0,0.06686639012649152,0.05721108555153905,2016,Europe,GBR
UniCredit Group,Banking,Italy,25738.0,1804.8,934689.0,23613.0,0.07012199860128993,0.0019309096394629656,2016,Europe,ITA
Visa,Diversified Financials,United States,14280.0,6846.0,54326.0,189782.0,0.47941176470588237,0.12601700843058572,2016,North America,USA
Brookfield Asset Management,Real Estate,Canada,20094.0,2330.2,139514.0,33378.0,0.11596496466606947,0.0167022664392104,2016,North America,CAN
L'Oréal Group,Consumer Durables,France,28008.0,3656.6,36621.0,102872.0,0.13055555555555556,0.09984981294885448,2016,Europe,FRA
Jardine Matheson,Conglomerates,Hong Kong,37007.0,1797.0,66955.0,42142.0,0.04855838084686681,0.026838921663804048,2016,Asia,HKG
3M,Conglomerates,United States,30274.0,4833.0,32718.0,102175.0,0.15964193697562265,0.1477168531083807,2016,North America,USA
Tencent Holdings,IT Software & Services,China,16349.0,4584.4,47249.0,197439.0,0.28040858768120375,0.09702639209295434,2016,Asia,CHN
Allstate,Insurance,United States,35586.0,2171.0,106495.0,24685.0,0.06100713763839712,0.020385933611906663,2016,North America,USA
Itochu,Trading Companies,Japan,43249.0,2892.3,76767.0,21968.0,0.06687553469444381,0.037676345304623084,2016,Asia,JPN
Aflac,Insurance,United States,21036.0,2533.0,118296.0,28461.0,0.12041262597451988,0.02141238926083722,2016,North America,USA
Lowe's,Retailing,United States,59073.0,2535.0,31813.0,68250.0,0.04291300594180082,0.07968440574607864,2016,North America,USA
Twenty-First Century Fox,Media,United States,26514.0,2409.0,48096.0,59323.0,0.09085766010409595,0.050087325349301395,2016,North America,USA
BT Group,Telecommunications services,United Kingdom,27335.0,3853.1,38091.0,62441.0,0.14095847814157672,0.10115512850804652,2016,Europe,GBR
Cigna,Health Care Equipment & Services,United States,37988.0,2094.0,58015.0,36273.0,0.05512267031694219,0.03609411359131259,2016,North America,USA
Continental,Consumer Durables,Germany,43505.0,3024.5,36707.0,43671.0,0.06952074474198368,0.08239572833519493,2016,Europe,DEU
American Airlines Group,Airline,United States,40990.0,7610.0,48415.0,22092.0,0.185655037814101,0.15718269131467522,2016,North America,USA
BlackRock,Diversified Financials,United States,11299.0,3180.0,223000.0,60366.0,0.2814408354721657,0.014260089686098655,2016,North America,USA
NextEra Energy,Utilities,United States,15931.0,2752.0,82479.0,52806.0,0.1727449626514343,0.03336606893876017,2016,North America,USA
Southern,Utilities,United States,17527.0,2421.0,84674.0,45264.0,0.1381297426827181,0.028592011715520702,2016,North America,USA
Danaher,Conglomerates,United States,20909.0,2596.8,48222.0,66404.0,0.1241953225883591,0.05385093940525072,2016,North America,USA
SABMiller,"Food, Drink & Tobacco",United Kingdom,20752.0,2965.7,42253.0,98985.0,0.1429115265998458,0.07018909899888764,2016,Europe,GBR
Christian Dior,Consumer Durables,France,41597.0,1704.4,68096.0,31417.0,0.04097410870976272,0.02502937030075188,2016,Europe,FRA
Canadian Imperial Bank,Banking,Canada,13294.0,2802.7,340403.0,31238.0,0.21082443207462012,0.008233476203206198,2016,North America,CAN
China Unicom,Telecommunications services,China,42953.0,1250.8,92705.0,29052.0,0.02912020115009429,0.013492260395879401,2016,Asia,CHN
Denso,Consumer Durables,Japan,37330.0,2387.2,43759.0,36123.0,0.06394856683632466,0.05455334902534335,2016,Asia,JPN
Oil & Natural Gas,Oil & Gas Operations,India,26088.0,2998.4,57303.0,27794.0,0.11493406930389452,0.05232535818369021,2016,Asia,IND
CRRC,Capital Goods,China,38178.0,1877.4,48000.0,38772.0,0.049174917491749175,0.0391125,2016,Asia,CHN
Japan Tobacco,"Food, Drink & Tobacco",Japan,19241.0,4011.8,37892.0,84335.0,0.20850267657606156,0.1058745909426792,2016,Asia,JPN
Kroger,Food Markets,United States,109830.0,2027.0,34900.0,34245.0,0.01845579532004006,0.05808022922636103,2016,North America,USA
Dai-ichi Life Insurance,Insurance,Japan,55738.0,1522.3,416724.0,15608.0,0.027311708349779324,0.0036530173448133534,2016,Asia,JPN
ABB,Conglomerates,Switzerland,35529.0,1921.4,41596.0,48059.0,0.05407976582510062,0.046191941532839696,2016,Europe,CHE
Altria Group,"Food, Drink & Tobacco",United States,18854.0,5231.0,32535.0,118430.0,0.27744775644425584,0.1607806977101583,2016,North America,USA
Time Warner Cable,Media,United States,23697.0,1825.0,49277.0,57065.0,0.07701396801282863,0.037035533819023074,2016,North America,USA
Deutsche Post,Air Courier,Germany,65681.0,1707.7,41424.0,35579.0,0.0259999086493811,0.041224893781382776,2016,Europe,DEU
KBC Group,Banking,Belgium,14882.0,2926.4,274134.0,23418.0,0.1966402365273485,0.010675071315488047,2016,Europe,BEL
Mitsui,Trading Companies,Japan,40574.0,1540.6,97637.0,22520.0,0.037970128653817714,0.015778854327765088,2016,Asia,JPN
EMC,Technology Hardware & Equipment,United States,24639.0,2006.0,45703.0,51891.0,0.08141564186858233,0.04389208585869637,2016,North America,USA
EI du Pont de Nemours,Chemicals,United States,27932.0,1953.0,41166.0,57505.0,0.0699198052413003,0.04744206383909051,2016,North America,USA
